PERMNO,PERMCO,HTICK,HTSYMBOL,CUSIP
90349,44811,VOX,VOX,92204A88
90350,41593,VNQ,VNQ,92290855
90351,45541,,PRS,G7245710
90352,30882,,DYN,26817R10
90353,45555,BECN,BECN,07368510
90354,37145,,OCLR,67555N20
90355,45556,,CALL,13126N10
90356,45557,,COGT,19239Y10
90357,45558,,EEEE,28138P10
90358,45559,SFST,SFST,84287310
90359,45560,,HEOP,42724R10
90360,45561,,JMDT,47023T10
90361,45562,JOBS,JOBS,31682710
90362,45563,,NHRX,63860C10
90363,45564,,NSTC,64104X10
90365,42650,,SAX,80556T10
90366,45566,STON,STON,86184W10
90368,45567,,VLLY,91929R10
90369,7783,,,62890710
90370,45568,,VSCN,92845H10
90371,45680,BBW,BBW,12007610
90372,45681,,KAL,1312EM10
90373,45684,DLR,DLR,25386810
90374,45685,,DWA,26153C10
90375,45686,,EHP,26959T10
90376,45687,EOI,EOI,27827410
90377,7317,ONTO,ONTO,68334410
90378,45688,,GCT,36188G10
90379,42775,,GMEB,36467W20
90380,45689,,GNA,37373P10
90381,45690,,ANSW,03662X10
90382,45691,,HTX,44841T10
90383,37493,FXI,FXI,46428718
90384,45694,MTL,MTL,58384060
90385,7543,,,63035910
90386,45695,MOS,MOS,61945C10
90387,45696,,RTW,74980D10
90388,45697,,NRF,66704R80
90389,45698,BXMX,BXMX,6706ER10
90390,45699,PFN,PFN,72201J10
90391,45700,,GRE,78381R10
90392,45701,,GFY,95766710
90393,7827,,NSTK,63172810
90394,45703,SHO,SHO,86789210
90395,45704,,USS,90341710
90396,45705,CUBE,CUBE,22966310
90397,45706,,YMI,98423810
90398,35281,,PBA,78400H10
90399,45707,,ACFC,04842610
90400,45708,ADES,ADES,00770C10
90401,45709,ARCC,ARCC,04010L10
90402,45710,,BDAY,15100A10
90403,45711,,BPRG,09065710
90404,45712,,CLMS,12811R10
90405,45713,,CTRX,22163T10
90406,7583,,FNBC,35243310
90407,45714,,FOXH,35166A10
90408,45715,,GKIS,38061410
90409,45716,HURN,HURN,44746210
90410,45717,,ILSE,46116910
90411,45718,,LOCM,53954W10
90412,45719,JRJC,JRJC,16937920
90413,45720,,LGBT,72705820
90414,6536,,MAJV,56085010
90415,45721,,LONG,29013820
90416,45722,,NVSL,63906P10
90417,45723,,PBBI,70454T10
90418,45724,,PSPT,71271430
90419,45725,,RVEP,76727110
90420,45726,,SHOP,M8405Q10
90421,45727,,SIFI,78425V10
90422,7707,,NFSI,63601610
90423,45728,INVA,INVA,45781M10
90424,45729,,TLVT,E9021510
90425,45730,,TPGI,88445310
90426,45731,,TWGP,G8988C10
90427,45732,TXRH,TXRH,88268110
90428,45733,,VNUS,92856610
90429,45856,,AIC,00253G10
90430,45857,FENC,FENC,31447P10
90431,45859,,CN,16940Q10
90432,45862,ITCB,ITCB,45033E10
90433,45863,NGD,NGD,64453510
90434,45864,FAM,FAM,33731910
90435,45382,,FSLB,35687M20
90436,45865,HALO,HALO,40637H10
90437,45692,,MPZ,55316610
90438,45866,,IWA,46259420
90439,45868,,NLC,62985Q10
90440,45869,NP,NP,64007910
90441,21287,,TFCFA,90130A30
90442,21287,,TFCF,90130A40
90443,45870,NAK,NAK,66510M20
90444,45871,ORA,ORA,68668810
90445,45872,,HAV,42327W20
90446,45873,,RFR,74963M10
90447,45702,,SPRO,83171G10
90448,45874,GLD,GLD,78463V10
90449,7651,,NATG,63631210
90450,45875,,ATB,G0489910
90451,45876,,CPNO,21720210
90452,35027,,GETI,37245X20
90453,45877,,INPC,45772G10
90454,45878,MKTX,MKTX,57060D10
90455,45879,MPWR,MPWR,60983910
90456,45880,,OHAI,67091U10
90457,7828,,NHCI,63633710
90458,3309,NWE,NWE,66807430
90459,45881,,PLAY,73618720
90460,45882,,PRAI,69353C10
90461,45883,,SPSX,86815V10
90462,45884,,SUAI,84751T30
90463,45885,,UAPH,90344110
90464,45886,SPOK,SPOK,84863T10
90465,7884,,NISCC,63645610
90466,45887,,ZIPR,98974V10
90467,45990,,ABBC,00350L10
90468,45991,,ADZA,00686410
90469,45992,,ARBX,03875P40
90470,45993,ATLO,ATLO,03100110
90471,45994,,BCAR,06425J10
90472,45995,,CABG,12467610
90473,7837,,NSBA,63745510
90474,45996,,CART,14422P10
90475,45997,,CBON,20343T10
90476,45998,CHCI,CHCI,20568420
90477,45999,,CONR,20826410
90478,46000,,CSCD,14732210
90479,46001,,EEEI,28510620
90480,46002,,FSTF,33708M20
90481,7236,,NLSIE,63865410
90482,46003,,HOME,43710G10
90483,46004,NCTY,NCTY,88337K30
90484,46005,,NINE,65440710
90485,46006,,OLED,13219310
90486,46007,,ORNG,68531710
90487,46008,,OSHC,67501R10
90488,46009,,TEAR,87819320
90489,46010,,LEDR,57056R10
90490,44891,TBBK,TBBK,05969A10
90491,46011,,WOLF,39152310
90492,46012,,WRES,93564A10
90493,46013,,AEA,00739W10
90494,46014,,HPR,43114K20
90495,46015,BGR,BGR,09250U10
90496,46016,BXC,BXC,09624H20
90497,46017,,DSF,24476Y10
90498,46018,,TSRE,89255N20
90499,46019,FMO,FMO,31647Q20
90500,7352,,NTAR,64107810
90501,46020,,FCL,35039W10
90502,46021,,GSX,36722010
90503,46022,,IBI,45874310
90504,46023,,KMA,48256310
90505,46024,LVS,LVS,51783410
90506,46025,SOHO,SOHO,83600C10
90507,46026,MIC,MIC,55608B10
90508,46027,,NLP,62942210
90509,46029,,PGS,71659910
90510,46030,PHD,PHD,72369J10
90511,44072,PEY,PEY,46137V56
90512,44072,PGJ,PGJ,46137V57
90513,46031,,QEE,74831410
90514,46033,,SFC,84856830
90515,46034,,SMA,87154620
90516,46036,HLF,HLF,G4412G10
90517,46037,SVA,SVA,P8696W10
90518,46088,,LCM,00765E10
90519,46090,,CDY,14140U10
90520,46091,CE,CE,15087010
90521,46092,,DVM,19248G10
90522,46093,,DVF,09255W10
90523,46094,EOS,EOS,27827710
90524,46095,,EDR,28140H20
90525,37493,IAU,IAU,46428520
90526,37493,SUSA,SUSA,46428880
90527,46097,,NSU,64156L10
90528,46098,,NVL,67000X10
90529,7356,,NBOC,65154710
90530,46099,,JSN,6706EM10
90531,3549,,PHH,69332020
90532,46100,,SYS,78507010
90533,46102,WTI,WTI,92922P10
90534,46103,CZNC,CZNC,17292210
90535,46104,,DLLR,23324T10
90536,46105,,GFIG,36165220
90537,7752,,NE,G6543110
90538,46106,,JRCC,47035520
90539,46107,PTE,PTE,73109410
90540,46108,,NATL,63654U10
90541,46109,,OXPS,68401010
90542,46110,EYPT,EYPT,30233G20
90543,46111,,SBX,81165610
90544,46112,SMMF,SMMF,86606G10
90545,7786,,MRTI,57774B10
90546,46113,,VIAC,92554J10
90547,46145,,ANR,02076X10
90548,46146,ARC,ARC,00191G10
90549,46148,,DCA,92829A10
90550,46149,DLB,DLB,25659T10
90551,46150,,ECR,26826M10
90552,46151,EVG,EVG,27828V10
90553,7451,,NMDY,65619520
90554,46152,,FTD,30267U10
90555,46153,,FRP,30556010
90556,46154,,FSNN,36116X10
90557,46155,,SMC,15543210
90558,46156,HUN,HUN,44701110
90559,46157,,LMZ,50208910
90560,46159,,MBR,58734P10
90561,7764,,NASB,62896810
90562,33,TAPA,TAPA,60871R10
90563,46161,NFJ,NFJ,92840R10
90564,46162,PBH,PBH,74112D10
90565,46163,,SVR,87163F10
90566,46165,,TPO,87622310
90567,46167,,VCG,92025510
90568,46168,MNTX,MNTX,56342010
90569,46169,WEX,WEX,96208T10
90580,7613,,FISH,65730110
90588,46270,,CSHB,20404610
90589,46271,,DRYS,Y2109Q70
90590,46272,EBTC,EBTC,29366810
90591,46273,EFSC,EFSC,29371210
90592,46274,,EMAG,29076V10
90593,46275,,FICC,31659U30
90594,46276,,FVRL,31208840
90595,46277,GRVY,GRVY,38911N20
90596,7532,,NLMC,66046120
90597,46278,,HLND,43129110
90598,46279,,KUTV,48274B10
90599,46280,,ICGN,45104P50
90600,46281,KRNY,KRNY,48716P10
90601,46282,NDAQ,NDAQ,63110310
90602,46283,,ODMO,67606R10
90603,46284,PFBC,PFBC,74036740
90604,46285,MTEM,MTEM,60855010
90605,46287,ULH,ULH,91388P10
90606,46416,,BAA,06680080
90607,46417,BME,BME,09250W10
90608,46418,INUV,INUV,46122W20
90609,7383,,NOVL,67000610
90610,46420,,RWF,19248J10
90611,46421,GGN,GGN,36465A10
90612,46422,IGD,IGD,92912T10
90613,46423,,ISE,46031W20
90614,46424,,MEA,59117610
90615,46425,,JFP,6706EV10
90616,46427,,PA,69831Y10
90617,6979,,NUTR,67061D10
90618,44072,PBW,PBW,46137V13
90619,44072,PWB,PWB,46137V74
90620,44072,PWV,PWV,46137V73
90621,44072,XMMO,XMMO,46137V46
90622,44072,XSVM,XSVM,46137V48
90623,44072,XSMO,XSMO,46137V49
90624,44072,XMVM,XMVM,46137V45
90625,7386,,NUVI,67092310
90626,46428,,RGN,75886X10
90627,46429,,BEP,78381P10
90628,51781,,BNK,87235A10
90629,46430,,TMY,89376N10
90630,46432,DSX,DSX,Y2066G10
90631,46439,,AIXG,00960610
90632,46440,,ASPV,04538T10
90633,7568,,OCCN,67458610
90634,46441,AX,AX,05465C10
90635,46442,,CMFB,20084510
90636,46443,KFFB,KFFB,49129210
90637,46444,PBIP,PBIP,74431A10
90638,15700,,RCNI,74936120
90639,46445,,SHMR,M8368310
90640,46446,AYRO,AYRO,05474810
90641,7485,,OMCA,67461810
90642,45438,,XGEN,98410R10
90643,46538,,ACW,00439T20
90644,46539,,AEN,05252610
90645,46540,,BMD,09066X10
90646,46541,GLQ,GLQ,18914C10
90647,46542,,DPD,26058210
90648,46543,ETB,ETB,27828X10
90649,46544,,HCE,31647T10
90650,46546,,JOR,48082910
90651,46547,,MSP,55826810
90652,46548,,NAI,01882X10
90653,46549,,PRB,69353510
90654,46550,,CUP,71545510
90655,5230,,TDSS,87943386
90656,46551,,TBV,88650T10
90657,46553,,PAY,92342Y10
90658,46554,,BZI,98400Y10
90659,46555,,XNN,98411710
90660,7282,,OCENY,67462720
90661,46556,,BFBC,08207310
90662,46557,,BFSB,11403910
90663,46558,,CESV,16938W10
90664,46559,DXCM,DXCM,25213110
90665,46560,,FFCO,31429C10
90666,46561,,FFNM,32021X10
90667,46562,,FSTC,31188F10
90668,46563,,LBBB,53023310
90669,46564,,NAHC,63253Y10
90670,46565,,NCOC,63238130
90671,13735,,PONR,72364330
90672,46566,RAIL,RAIL,35702310
90673,46286,,TRIS,89557810
90674,46664,,AEZ,02872310
90675,46665,BOE,BOE,09250110
90676,7759,,,84632910
90677,46666,,BDE,09738U10
90678,46667,,CFW,13780110
90679,46668,JVA,JVA,19217610
90680,46669,DRH,DRH,25278430
90681,46670,,DNE,26533850
90682,46671,DYAI,DYAI,26745T10
90683,46672,,EEF,09256C10
90684,7698,,OLMCE,68110210
90685,46673,FMY,FMY,33734E10
90686,46674,,GTE,37958F20
90687,46675,,HDY,44895420
90688,46676,,JLA,6706ET10
90689,46677,PGP,PGP,72201110
90690,46678,,PZZ,74349410
90691,46679,,RDR,74963N10
90692,7755,,OPEN,68370410
90693,46680,,RLO,75885H10
90694,44040,,XLG,78355W20
90695,46681,TRX,TRX,87601A10
90696,46682,,TSTC,87953J10
90697,46683,,TYY,89147U10
90698,46684,,TLP,89376V10
90699,46685,,WMG,93455010
90700,46686,,XRM,98416J11
90701,46687,LAZ,LAZ,G5405010
90702,46688,,NSE,G6486510
90703,46689,TGP,TGP,Y8564M10
90704,46690,,CNTF,16942420
90705,3392,,OPTC,68381820
90706,46691,CTRN,CTRN,17306X10
90708,46692,MORN,MORN,61770010
90709,46693,,NREB,66511210
90710,46694,PLBC,PLBC,72927310
90711,46695,,UBNK,91030410
90712,14335,,REMC,75954320
90713,7350,,OSIX,68384910
90714,46696,,SSAG,78465P10
90715,46697,ZUMZ,ZUMZ,98981710
90716,46701,ATSG,ATSG,00922R10
90717,46843,,ALLI,01961510
90718,46844,BFIN,BFIN,06643P10
90719,46845,,BFNB,07333410
90720,46846,BLDR,BLDR,12008R10
90721,7525,,GOSHA,68822220
90722,46847,,COBK,19566B10
90723,46848,,CXSP,16361E10
90724,46849,EGLE,EGLE,Y2187A15
90725,46850,,EVVV,26928A20
90726,46851,,FFSW,32020Y10
90727,46852,,FTWR,31567R20
90729,46853,GAIN,GAIN,37654610
90730,46854,,HBOS,42726X10
90731,46855,HTGC,HTGC,42709650
90732,46856,,KNXA,48887910
90733,16283,,LEAP,52186330
90734,46857,LHCG,LHCG,50187A10
90735,46858,LINC,LINC,53353510
90736,46859,,MEND,59518V10
90737,46860,,NRGP,45661Q10
90738,46861,,PDRT,70212G10
90739,46862,,PEDH,71102610
90740,7525,,GOSHB,68822230
90741,46863,,PORK,74060C10
90742,46864,,SGI,82706L10
90743,46865,,NEWL,G6462620
90744,46866,SIMO,SIMO,82706C10
90745,46867,,SWCB,84479U10
90746,46868,,TBSI,G8657Q10
90747,46869,,VLCM,92864N10
90748,46870,,XNPT,98411C10
90749,46872,,COE,19762710
90750,46873,,GTF,23283B20
90751,46874,DBI,DBI,25056510
90752,46875,,CIFC,12547R10
90753,46876,ETV,ETV,27828Y10
90754,46877,,ECV,09256E10
90755,46878,FSP,FSP,35471R10
90756,7765,OSK,OSK,68823920
90757,46879,,FRG,35903210
90758,46880,,GENT,37250B10
90759,46881,,HEM,42369110
90760,46883,,KFN,48248A30
90761,46884,,KYE,48660P10
90762,46885,,LOR,52107610
90763,46886,,NSR,64126X20
90764,7673,,AMVX,03036910
90765,44072,PEJ,PEJ,46137V72
90766,44072,PSJ,PSJ,46137V63
90767,44072,PSI,PSI,46137V64
90768,44072,PJP,PJP,46137V66
90769,44072,PXQ,PXQ,46137V68
90770,44072,PBS,PBS,46137V69
90771,44072,PBJ,PBJ,46137V75
90772,7748,,OXCI,69141530
90773,44072,PBE,PBE,46137V78
90774,46887,,SGN,82669P10
90775,46889,THS,THS,89469A10
90776,46890,WAL,WAL,95763810
90777,46891,,KRU,22883410
90778,46892,,NTS,62943B10
90779,46986,,ALJ,02052010
90780,46987,,AOB,02873140
90781,46990,,EGI,29384J10
90782,46991,,FHI,33734710
90783,46992,FTK,FTK,34338910
90784,46993,,HTE,41752X10
90785,46995,,KXM,49989C10
90786,46996,,ITC,46568510
90787,46997,,JRT,46614H40
90788,46998,,AID,51948510
90789,46999,,MFB,56030510
90790,47000,MPW,MPW,58463J30
90791,47001,,TIS,68572N10
90792,47002,,PIKE,72128310
90793,47003,RDSB,RDSB,78025910
90794,47003,RDSA,RDSA,78025920
90795,46888,,JMBA,47023A30
90796,47004,WPM,WPM,96287910
90797,47005,,RCC,83165P10
90798,47006,,FGF,86703710
90799,7387,,PDAS,69326810
90800,47007,,ARXT,00635P10
90801,7461,,PTCS,69364610
90802,47008,,CHAP,15942310
90803,47009,CNSL,CNSL,20903410
90804,47010,,CRYO,22901610
90805,47011,DISCA,DISCA,25470F10
90806,47011,DISCB,DISCB,25470F20
90807,47012,,DMND,25260310
90808,47013,EXPE,EXPE,30212P30
90809,47014,,FCMC,35348720
90810,47015,,FMCN,34415V10
90811,47016,,FPBI,30254M10
90812,47017,,GGXY,38163910
90813,47018,,GNK,Y2685T10
90814,47019,,HITT,43365Y10
90816,47020,,ICOP,44930M50
90817,47021,,PCAP,70335Y10
90818,47022,,PSBC,69486410
90819,47023,,QMAR,Y7169G10
90820,7259,,PVCC,69365110
90821,47024,,RCBK,76803710
90822,47026,,SWSI,86837X10
90823,47027,,TMCV,87972L10
90824,47028,,UBNK,91030T10
90825,47179,ACCO,ACCO,00081T10
90826,47180,,KIDS,69945P10
90827,47181,BDJ,BDJ,09251A10
90828,47182,,BBC,09689210
90829,47183,CF,CF,12526910
90830,46989,,ANE,02520T10
90831,47184,,DRC,26160810
90832,47185,,EPE,29371610
90833,47186,,HPY,42235N10
90834,37493,IWC,IWC,46428886
90835,37493,EFV,EFV,46428887
90836,7363,,PTRX,69391010
90837,37493,EFG,EFG,46428888
90838,47187,,KFI,48224110
90839,47188,MGU,MGU,55608D10
90840,47189,,CNR,G3163G10
90841,47190,,MYS,57480010
90842,43632,,NSP,63900P50
90843,47191,,GPM,40167B10
90844,7605,,PMWI,69391210
90845,44072,,PZI,46137Y30
90846,47192,,RMX,75574710
90847,47193,,FRZ,75734R10
90848,47194,,RFX,75866G10
90849,47195,,ROC,77441510
90850,47197,STN,STN,85472N10
90851,47199,,WPZ,96950F10
90852,7908,,VCTRQ,92239910
90853,47200,ATCO,ATCO,Y0436Q10
90854,47201,,AATI,00752J10
90855,47202,,ADLS,00765H10
90856,47203,ATRC,ATRC,04963C20
90857,47204,BIDU,BIDU,05675210
90858,47205,,BRNC,11221110
90859,47206,,CMED,16948310
90860,47207,,COLY,19388P10
90861,47208,,ESCH,29629010
90862,47209,,FSGI,33631220
90863,47210,,HOKU,43471110
90864,47211,,JRVR,47035910
90865,47212,,KONA,50047H20
90866,45301,LBTYK,LBTYK,G5480U12
90867,47213,,MWIV,55402X10
90868,47214,OFLX,OFLX,68209510
90869,47215,,PXSL,71715J10
90870,47216,ROLL,ROLL,75524B10
90871,47217,RUTH,RUTH,78333210
90872,47218,,RUTX,76034910
90873,47025,,PBAL,71337210
90874,47219,,TRLG,89784N10
90875,47220,UEPS,UEPS,64107N20
90876,47221,,UNCA,90458310
90877,47222,,WRSP,98157910
90878,41593,VTI,VTI,92290876
90879,7558,,PHS,69511210
90880,47422,AMP,AMP,03076C10
90881,47424,,CVN,21254R20
90882,47425,ETW,ETW,27829C10
90883,47426,,BEO,29332W10
90884,47427,FDM,FDM,33718M10
90885,47428,EVRI,EVRI,30034T10
90886,47429,GLP,GLP,37946R10
90887,7905,,PALM,69637010
90888,47430,,HNAB,40963P10
90889,47431,,HRZ,44044K10
90890,44072,PID,PID,46137V54
90891,44072,,PHJ,73935X72
90892,44072,PFM,PFM,46137V50
90893,47434,,LCC,90341W10
90894,47435,,AVRX,05346P10
90895,7939,,PMCO,69785210
90896,47436,,CBOU,14204220
90897,47437,,COMB,20343H10
90898,47438,,CSCX,14141A10
90899,47439,GENE,GENE,37185R30
90900,47440,,GHDX,37244C10
90901,47441,,IKAN,45173E20
90902,47442,ITRN,ITRN,M6158M10
90903,47443,,NPTE,66169610
90904,47444,,NXTY,65333R20
90905,47445,,PTIL,74370710
90906,47446,,SNBI,85712410
90907,47447,VIRX,VIRX,92765F10
90908,7446,,PANC,70285310
90909,11811,,SPCHA,84916320
90910,47448,,TLEO,87424N10
90911,47449,,TRMP,89816T10
90912,47450,,TRXI,89845210
90913,47451,CMPR,CMPR,G2143T10
90914,47452,,WBMD,94770V10
90915,47453,,WLSC,96950G10
90916,7869,,BXG,09623110
90917,47454,XTLB,XTLB,98386D30
90918,47858,,BWC,09250K10
90919,47859,CGO,CGO,12811810
90920,47860,,BOT,14984K10
90921,47861,,CSA,19238U10
90922,47862,EGF,EGF,09255K10
90923,47863,,EBI,30024R10
90924,7766,,PPTV,69351920
90925,47864,FNF,FNF,31620R30
90926,46994,ALT,ALT,02155H20
90927,47865,IGA,IGA,92912R10
90928,44072,PUI,PUI,46137V79
90929,44072,,PMR,46137V65
90930,44072,PXJ,PXJ,46137V67
90931,44072,,PXN,73935X63
90932,7644,,PWNE,70410710
90933,44072,,PIC,73935X64
90934,44072,PXE,PXE,46137V76
90935,44072,PKB,PKB,46137V77
90936,44072,PPA,PPA,46137V10
90937,47866,,SLS,78442910
90938,47867,,SCU,86216810
90939,47868,,SUF,86537810
90940,47869,,TAL,87408310
90941,47870,,TYN,89147T10
90942,47871,,UPI,91727720
90943,47872,DHT,DHT,Y2065G12
90944,47873,,ABNJ,02407E10
90945,47874,,ABPI,00430L10
90946,23442,,ACLI,02519540
90947,47875,,APAB,03767510
90948,47876,,GBNK,40075T60
90949,47877,FBIZ,FBIZ,31939010
90950,47878,GASS,GASS,Y8166910
90951,47879,,HERO,42709330
90952,47880,ISBC,ISBC,46146L10
90953,47881,,LEGC,52463G10
90954,47882,,SAJA,79379T20
90955,47883,SSKN,SSKN,86272A20
90956,47884,,NCIT,62886K10
90957,47885,,NXTM,67072V10
90958,47886,,PTEK,73086420
90959,7607,,PNFC,70903510
90960,14627,,TRMA,89610620
90961,47887,WSBF,WSBF,94188P10
90962,48765,,ACTS,00507E10
90963,48766,AMSF,AMSF,03071H10
90964,48767,,BVA,21851310
90965,48768,NM,NM,Y6219711
90966,48769,,CBEY,14984710
90967,7912,,RIDE,70976610
90968,48770,,EPRS,29428P10
90969,48771,,DOVR,26041210
90970,48772,,FNSC,32111B10
90971,48773,IRBT,IRBT,46272610
90972,48774,,JSDA,48023P10
90973,38445,OIIM,OIIM,67107W10
90974,48775,,ROHI,77866910
90975,3520,,PEOP,70978610
90976,48776,SEED,SEED,G6782820
90977,48777,,SFUN,M8233P10
90978,48778,SPWR,SPWR,86765240
90979,48779,UAA,UAA,90431110
90980,48780,,UDRL,90653P10
90981,48781,,VIMC,92718N10
90982,14348,,CALL,M6787E10
90983,7788,PEBK,PEBK,71057710
90984,48782,,WEB,94733A10
90985,48783,,ANOR,03591010
90986,48784,BGI,BGI,09088U10
90987,48785,,BWP,09662710
90988,48786,BKD,BKD,11246310
90989,48787,CCO,CCO,18453H10
90990,48790,,GAX,36318B10
90991,7742,,PHFC,71903610
90992,48792,,IHS,45173410
90993,48793,ICE,ICE,45866F10
90994,48794,,ICO,45928H10
90995,48796,,MGH,60254D10
90996,48797,,BUF,60443P10
90997,48798,,NKT,65149710
90998,48799,SPXX,SPXX,6706EW10
90999,31116,PDS,PDS,74022D40
91000,48800,,SILU,85207J10
91001,39147,SDY,SDY,78464A76
91002,39147,KCE,KCE,78464A77
91003,7280,,PCTL,72003530
91004,39147,KIE,KIE,78464A78
91005,39147,KBE,KBE,78464A79
91006,39147,SLY,SLY,78464A81
91007,39147,MDYG,MDYG,78464A82
91008,39147,MDYV,MDYV,78464A83
91009,39147,SPMD,SPMD,78464A84
91010,39147,SPLG,SPLG,78464A85
91011,7937,,PFSB,72014210
91012,48802,,TRX,89705110
91013,49989,,NCST,67035Q10
91014,49990,,DLIA,24691110
91015,49991,BCBP,BCBP,05529810
91016,49992,,CAPB,14056A10
91017,49993,,CNCP,14406010
91018,49994,,CORE,21868110
91019,49995,,MAJC,G5760D11
91020,49996,,CYNO,23257720
91021,49997,PSTV,PSTV,72941H40
91022,49998,,DEIX,23319E10
91023,49999,,FREE,Y2649622
91024,50000,,LORL,54388110
91025,50001,,NEBS,64386320
91026,50002,,PXPL,72582A20
91027,50003,,SCOP,M8260H10
91028,50004,,SOMX,83445320
91029,50005,,SPSN,84649R10
91030,7415,,PSBF,72387610
91031,50006,,TCMI,89675K10
91032,50007,,TRAK,24230910
91033,50008,,VOCS,92858J10
91034,50009,,WHIT,96678530
91035,50010,,WTHN,96759310
91036,50011,,AVZA,05381A10
91037,50012,,AAV,00765F10
91038,50013,AAU,AAU,02028330
91039,50014,,BPG,05593410
91040,50015,,BAS,06985P20
91041,50016,LYV,LYV,53803410
91042,48788,,CDS,19286510
91043,50017,,CMZ,20494010
91044,50018,DCP,DCP,23311P10
91045,50019,,EMS,29100P10
91046,7463,,SOAPE,72390210
91047,50021,FXE,FXE,46138K10
91048,50022,,EZM,29880410
91049,50023,,KBX,49435N10
91050,50024,,MGT,55302P20
91051,50025,,PTI,45173H20
91052,44072,PHO,PHO,46137V14
91053,44072,PRF,PRF,46137V61
91054,7455,,PTAI,72585310
91055,44072,SPHQ,SPHQ,46137V24
91056,44072,,PTE,73935X76
91057,44072,,PHW,73935X83
91058,50026,,RPB,76073710
91059,50027,,SBN,83402A10
91060,50029,,FGI,86703810
91061,50030,,STP,86800C10
91062,6634,,POLY,73172610
91063,50032,,VIAB,92553P20
91064,50033,,REX,92765V10
91065,50034,CPA,CPA,P3107610
91066,50032,,VIA,92553P10
91067,50183,,CXG,12618H30
91068,50184,CMG,CMG,16965610
91069,50185,,GST,36729W20
91070,50186,,GEE,37939C20
91071,50187,,MIR,60467R10
91072,50189,,HMH,42327Y20
91073,50192,,WNR,95931910
91074,50193,,ALTU,02216N10
91075,50194,,ARII,02916P10
91076,50195,CLMT,CLMT,13147610
91077,50196,,CTBC,20754610
91078,50197,,IMNP,45254C20
91079,50198,,FNET,34969Q10
91080,50199,HEES,HEES,40403010
91081,50200,,LINE,53602010
91082,50201,PERI,PERI,M7867311
91083,50202,MGYR,MGYR,55977T20
91084,50203,,RGP,75885Y10
91085,50204,,TRFC,89271710
91086,50290,ACOR,ACOR,00484M60
91087,50291,,AMCP,02342J10
91088,50292,,DXTR,25236610
91089,7859,,PKPS,73860410
91090,50293,CROX,CROX,22704610
91091,50294,,ORCD,68562L10
91092,50295,,ETWC,29786P10
91094,50296,,IOMI,46202P10
91095,50297,LQDT,LQDT,53635B10
91096,50298,,MHGC,61748W10
91097,7309,,PWERC,73890210
91098,50299,,NHWK,65411N10
91099,50300,,NTLS,67020Q30
91100,50301,,ROSE,77777930
91101,50302,,SGXP,78423C10
91102,50303,,TWPG,88448110
91103,21793,UAL,UAL,91004710
91104,50304,,VLRX,91914F10
91105,50305,,TES,03015P10
91106,50306,BTA,BTA,09250B10
91107,50307,,CNE,13751310
91108,45861,,DRA,19259W20
91109,16277,,XCO,26927950
91110,7560,,PRAG,73942310
91111,50309,ET,ET,29273V10
91112,50312,PAC,PAC,40050610
91113,50313,,HS,42224N10
91114,50314,KOP,KOP,50060P10
91115,50315,,MGG,55907R10
91116,50316,,ME,56845T30
91117,50318,,MRT,61943010
91118,44072,,PZJ,73935X67
91119,50319,ACR,ACR,00489Q10
91120,50320,,LOV,84651320
91121,50028,,SEA,85516E10
91122,39147,XSD,XSD,78464A86
91123,39147,XHB,XHB,78464A88
91124,39147,XBI,XBI,78464A87
91125,50321,TX,TX,88089010
91126,7385,,ETHXC,29765010
91127,50322,,SMOD,G8224510
91128,50323,,GPOR,40263530
91129,50308,DBC,DBC,46138B10
91130,46431,VWO,VWO,92204285
91131,46431,VPL,VPL,92204286
91132,46431,VGK,VGK,92204287
91133,50467,BMA,BMA,05961W10
91134,7286,,PSLA,74040410
91135,50468,,BTE,07317Q10
91136,50020,,APP,02385010
91137,50469,FDL,FDL,33691710
91138,50470,,FHY,33735330
91139,50311,,GAV,40009610
91140,50472,,KUL,50119710
91141,50473,,MDVN,58501N10
91142,7637,,PREM,74050610
91143,50474,,NYX,62949110
91144,44040,,RPV,78355W30
91145,44040,,RPG,78355W40
91146,44040,,RFV,78355W50
91147,44040,,RFG,78355W60
91148,44040,,RZV,78355W70
91149,44040,,RZG,78355W80
91150,50479,,THM,88440010
91151,50480,,THI,88706M10
91152,50481,TDG,TDG,89364110
91153,48802,,TRXB,89705120
91154,50482,,ALXA,01538420
91155,50483,,AMAB,03061G30
91156,50484,,AMTY,03073V10
91157,50485,,CLAY,18418N10
91158,50486,,EGLT,27000610
91159,50487,,GGBM,37517W10
91160,50488,,GNET,37947B10
91161,50489,GPRE,GPRE,39322210
91162,50490,,GRRF,16938P10
91163,50491,HIMX,HIMX,43289P10
91164,50492,,HOTJ,44176R10
91165,50493,,IPCS,44980Y30
91166,50494,,NEXT,65333910
91167,50495,,UCBA,90984R10
91169,7728,,PAIQC,74086110
91170,50589,,BLUE,09560210
91171,50590,,TRCB,90207C10
91172,50591,,CPII,12618M10
91173,29180,,CREL,21869X10
91174,50592,,DDSS,50490510
91175,50593,,EICU,92831L20
91176,50594,LSBK,LSBK,51070010
91177,7787,,PSSP,74148810
91178,50595,,OMRI,68198910
91179,50596,,ONAV,Y6476R10
91180,50597,,PGWC,70558E10
91181,50838,QQEW,QQEW,33734410
91182,50838,QTEC,QTEC,33734510
91183,50599,,RAMR,G7368R10
91184,50600,CBIO,CBIO,14888D20
