PERMNO,PERMCO,HTICK,HTSYMBOL,CUSIP
10886,8762,DXYN,DXYN,25551910
10887,8023,,KFIR,02707510
10888,8765,,SEAS,80862330
10889,8764,,OVONE,67085210
10890,21814,UIS,UIS,90921430
10891,54,,,00750910
10892,8766,WSFS,WSFS,92932810
10893,8767,,NHES,63633210
10894,8768,,NOTE,05275P10
10895,8769,,RLRF,74960810
10896,8771,,CMILE,13371410
10897,9766,,CBOG,20343310
10898,8775,,SOBK,84232410
10899,8776,,WNDT,95058110
10900,8777,,NKBK,20753410
10901,8778,ITIC,ITIC,46180410
10902,8779,,AFSC,03303610
10903,22232,,,12299190
10904,6815,,ADCI,00751010
10905,8781,,,83082110
10906,8782,,BNK,06646R10
10907,8784,,ESSAC,29670410
10908,8785,,UNI,90457130
10909,8786,CERN,CERN,15678210
10910,8787,,HESI,44568310
10911,22233,,,12316910
10912,55,,ACTPE,00751810
10913,8788,,FFKT,30956210
10914,8790,,,02004720
10915,8791,,CRPG,12590810
10916,9772,,CMTY,20362810
10917,8793,,PAHC,72354410
10918,8794,,MAYF,57807410
10919,8796,,ZBSTQ,98880520
10920,8797,,LNBK,51547110
10921,8798,,AARN,00253D10
10922,8799,,CMHC,14404510
10923,9780,,,20482B10
10924,8801,,FPB,35075530
10925,8802,,IDEL,45163710
10926,8803,,FLAG,33832H10
10927,8804,,RPSYC,75381010
10928,8805,,ORG,68590610
10929,8807,,,74577110
10930,8808,,APTI,00754J10
10931,8809,,LEXB,52956510
10932,8810,WBS,WBS,94789010
10933,8811,MKL,MKL,57053510
10934,8812,,BTCIE,11575910
10935,8813,,BOSA,10053410
10936,8772,,ARTU,03968F10
10937,9844,,CCDC,20651H20
10938,22234,,,12431310
10939,22235,,,00752710
10940,8815,,TMSN,89013310
10941,8816,,LOYC,54908910
10942,8818,,CMVT,20586240
10943,8817,,MISI,59484510
10944,8819,,TLMN,87482910
10945,8258,,ENTG,29382210
10946,22236,,,12499090
10947,6128,,EPIC,29425310
10948,8821,,DUSA,26242810
10949,8822,,LZER,51790810
10950,8824,,XSIR,98390810
10951,8825,,MDSIC,59483320
10952,8826,CDR,CDR,15060260
10953,8827,,ALNTC,01880010
10954,22237,,,12499190
10955,69,,,00753810
10956,8829,,ASTN,58003010
10957,8830,,FCIT,31958910
10958,8831,,BENJ,08207210
10959,8832,,INVS,46146210
10960,8833,,FBXCC,30241J10
10961,8834,,CEBC,15133T10
10962,22238,,,12499290
10963,8836,,AIPN,02690940
10964,8837,,NALR,63934910
10965,9692,,CFER,20690130
10966,8839,AXGN,AXGN,05463X10
10967,9744,,,20810810
10968,8841,,FCHT,31945110
10969,8843,,DMCB,23790310
10970,22239,,,12556910
10971,77,,,00755110
10972,8844,,RJI,75834110
10973,8845,,MTCH,55378810
10974,8848,,PLE,72290310
10975,8846,,CRYAC,22905110
10976,8849,,CBTF,12478110
10977,8847,,ANE,01852Q10
10978,8850,,,59522K10
10979,8852,,CMEPY,20555920
10980,8853,,CPST,12615010
10981,8854,,,59540C10
10982,8855,,INTX,46048510
10983,8856,,LLSL,51165810
10984,8857,,LEIX,54890010
10985,8858,,HSPA,43732E10
10986,8859,,ALBM,02091010
10987,8860,,TESI,87592410
10988,8861,,LENZC,92790510
10989,20365,,,08658U10
10990,410,,AUNL,00755710
10991,8863,,EATN,06187910
10992,8864,,TTGI,88604210
10993,8865,,GLAD,15963010
10994,8527,,NXXI,67069V10
10995,8867,,,05561K10
10996,8868,,DSTC,25460510
10997,28445,,,12799090
10998,6943,,AQTN,00763110
10999,8870,,ITN,46112010
11000,8872,,ATLI,00207N10
11001,9796,,LABK,50590220
11002,8874,,ANOD,03615610
11003,53459,,WPZ,96949L10
11004,9755,,CCXLA,21090410
11005,8877,,DCPI,18151210
11006,8879,FLIC,FLIC,32073410
11007,8880,,FPGI,33591010
11008,8881,,DMAG,23804310
11009,22241,,,13099190
11010,87,,AESM,00769810
11011,8851,,USTI,91291310
11012,8883,,EMON,29157510
11013,8884,,DESK,25057P10
11014,8887,,NYCO,67066440
11015,8795,,FPCCC,31763010
11016,8888,,RDONC,75090310
11017,20379,,,13106910
11018,8889,FBP,FBP,31867270
11019,8890,,TRIB,89674Q10
11020,8892,,NRES,65381810
11021,8893,,FFSB,36026610
11022,8894,,ITHB,46564810
11023,8895,,WWBC,93727010
11024,8896,,PICQE,31786510
11025,22242,,,13199090
11026,68,,ADLA,00790510
11027,8511,,RFIT,87242610
11028,8898,,BOXW,10290410
11029,8900,,CHOPC,17040010
11030,8901,,WASC,95767810
11031,8902,,OCOMA,69011110
11032,8903,,HMSD,43778010
11033,22243,,,13199190
11034,245,,AMSIE,00791010
11035,8904,,INSMA,45766H10
11036,8906,,GSOF,39943310
11037,8907,,MDTC,55268710
11038,8908,,NWK,64120810
11039,8910,,DDIIC,25468H30
11040,8295,,ROIX,76123230
11041,20387,,,13644030
11042,61,,WCOEQ,98157D10
11043,8909,PMD,PMD,74437520
11044,8913,,HFOX,90391110
11045,8911,,RFED,77649310
11046,8914,,FLBK,34325610
11047,8916,,ASCR,02944310
11048,8915,,EPG,29406L20
11049,8917,,GYMS,20600410
11050,8918,,FEDF,31408310
11051,9748,,CLFI,22235510
11052,8921,,PRTKE,74112010
11053,8922,,TFSB,31380810
11054,8923,,CCTVY,14287220
11055,8924,,CGUL,56690240
11056,8926,,STSA,85931930
11057,9765,,BIPL,09064910
11058,8928,,BMDC,09060610
11059,8929,,OGHS,68572610
11060,8930,,VFSL,91890410
11061,53101,,GASX,25459Y32
11062,8932,,,24790410
11063,8933,,RFBI,75891910
11064,8934,,EGFC,26951310
11065,8935,,,10530310
11066,8936,,IFSL,45470810
11067,8937,,BOFI,06420810
11068,22244,,,14742910
11069,85,,AEROE,00791310
11070,8938,,MBSX,55263410
11071,9814,,CECSC,17039110
11072,8940,,DTLN,23801710
11073,8941,,SNRG,80877110
11074,9757,,DESB,24637010
11075,8942,,ELISE,28655410
11076,22245,,,15505110
11077,374,,ASMI,N0704510
11078,8944,,FFRV,31592410
11079,8945,,RISAE,14910910
11080,8947,,CPSL,12631210
11081,9833,,DELL,24702R10
11082,8949,,MRGO,56660510
11083,8950,,DTIMC,23333310
11084,22246,,,15648910
11085,5260,,,00791510
11086,8951,,VDSP,92922H20
11087,8952,,VHRTC,92846T10
11088,8482,,DECOC,24359330
11089,8953,,PHON,71937810
11090,8956,,ARVI,04882010
11091,8955,,CMFL,20480550
11092,22247,,,15682510
11093,5023,,WYNB,98337010
11094,8957,,CRON,22821410
11095,8959,,FGHC,32036910
11096,8960,,BSBX,07790010
11097,8961,,ALFB,00374810
11098,8962,,CLEO,18567510
11099,8963,,OSBK,68522610
11100,8964,,ITEL,94401920
11101,8965,,WVMTC,94356110
11102,8966,,DMCS,23791210
11103,8967,,SSAX,87183920
11104,6361,,MEDX,58491710
11105,22248,,,15687910
11106,9843,,DEMP,26217510
11107,8968,,FFOD,31993710
11108,8969,,MDPI,58445310
11109,8970,,CECNE,12513820
11110,8971,,THEIE,88889510
11111,8972,,TKVD,87874010
11112,8974,,TUNXE,89973130
11113,22249,,,15724010
11114,6414,,AGSI,00792010
11115,8975,,ODYY,67611530
11116,8976,,RFSB,75939210
11117,8977,,BRADE,10408510
11118,8978,,NNETC,66975230
11119,8979,,,68231110
11120,8980,,,12525V10
11121,22250,,,15799090
11122,6300,,CAPR,14066K10
11123,8982,,USCG,91192110
11124,8983,,,21148C10
11125,8984,,MRCI,56624510
11126,8985,,SEAF,81174210
11127,8986,,PNTK,70963510
11128,8987,,JAIL,00738C10
11129,8988,,LWAY,55078710
11130,8989,,BRLNE,11423710
11131,8990,,ASBI,02361310
11132,8958,,SYNO,87162G10
11133,8991,,ZETK,98950C10
11134,9790,,DRUG,26223830
11135,8993,,EXLN,30068010
11136,8994,,CAII,13973020
11137,8995,,PARL,70164510
11138,8996,,SAFE,46185810
11139,8998,,AB,13769410
11140,8999,,RNRC,76917810
11141,8997,,,80819510
11142,9000,,ELEX,28626810
11143,8919,,AGEL,03462210
11144,9002,AVD,AVD,03037110
11145,9003,,MSBI,61219010
11146,9004,,FFHP,32048410
11147,9005,,TMAX,87942710
11148,22251,,,15871710
11149,6737,,ATEL,00792310
11150,9006,,ZITIC,82584810
11151,9007,,POSTE,73752310
11152,9008,,NORCD,66863220
11153,9009,SOTK,SOTK,83548310
11154,9010,PLAB,PLAB,71940510
11155,8553,,SMRT,83169210
11156,22252,,,16549610
11157,376,,AIM,00801530
11158,9011,,ESTKQ,27616710
11159,8734,,DVI,23334310
11160,9012,,AXXN,00491010
11161,9013,,JEN,47615310
11162,9014,,MESA,59047910
11163,9015,,PSER,71941P10
11164,22253,,,16789810
11165,22254,,,00805010
11166,9016,,HNGI,44090610
11167,9797,,XMED,98414310
11168,9018,,VGHN,92238310
11169,9019,,GBLD,36928210
11170,9020,,,59562V10
11171,9021,,ORBSC,68555210
11172,22255,,,16799090
11173,94,,AFBK,00818210
11174,9023,CRMT,CRMT,03062T10
11175,9024,,CORK,21888010
11176,9025,,PIPEE,44981620
11177,8905,,PRIB,74265C10
11178,9026,,UNRC,90462840
11179,9027,,BAGS,69371610
11180,22256,,,16799190
11181,6059,,,63290010
11182,53101,,GASL,25460E29
11183,9030,,STIZ,80879920
11184,9032,,,55917720
11185,9033,,MHG,59000K10
11186,9034,,ABGA,01888510
11187,9036,,MIGI,58964410
11188,9038,,MMRHQ,55310010
11189,9039,,FFUT,31993410
11190,9040,,GOCO,38114020
11191,9041,,AMTQE,00793410
11192,9042,,AGPH,00848810
11193,9043,,KIDS,55916910
11194,9044,,MMAN,60454010
11195,9045,,YUMY,88890010
11196,53101,,RETS,25459W39
11197,9657,,ELSIE,28615020
11198,9048,,TODDA,88889610
11199,22257,,,16799290
11200,114,,AGGY,00845810
11201,22258,,,16799490
11202,9052,,XLGX,98415210
11203,9053,ARGO,ARGO,G0464B10
11204,9054,,SBIZ,42016010
11205,9055,,AMED,05328010
11206,9056,,AAIX,02368520
11207,9057,,UNSA,91031510
11208,9058,OFG,OFG,67103X10
11209,9059,,MSAM,57172810
11210,9061,,ARTK,04290220
11211,9060,,APBI,03791710
11212,9062,,CROP,22729510
11213,9064,,,05540410
11214,9063,,TOTL,89151110
11215,9065,,,74756510
11216,9066,,CVAL,16633510
11217,9067,,CWTS,22236620
11218,9068,,PRXS,74005610
11219,9069,,FSHG,33803010
11220,9070,,FUSB,33743110
11221,9072,,CDTX,19564210
11222,9073,,SSBA,81170810
11223,9075,,HKME,48757520
11224,9076,,ACSY,00090810
11225,9078,,SGNL,82663110
11226,9079,,FURAQ,03721810
11227,9080,,VBVT,91935110
11228,23142,,,16777290
11229,10132,,AGISE,00760410
11230,9081,,BSRTS,06683M10
11231,9082,,AMEA,00167610
11232,9084,,DEER,24419410
11233,9083,,TIGR,88691210
11234,9086,,WNBC,96314010
11235,9087,,TENB,88043210
11236,22260,,,16812410
11237,122,,AGRI,00854310
11238,9090,,DCII,25888010
11239,9091,,AASQE,00491110
11240,9092,,PULP,49668510
11241,9093,,ABKR,03283710
11242,9094,,CICOA,21989810
11243,9095,,WCAR,95788810
11244,22261,,,16826810
11245,22262,,,46619410
11246,9096,,CFNB,13022210
11247,9097,,PDCO,71366410
11248,9099,,,14387210
11249,9100,,YCSL,98719210
11250,9101,,WCBK,98138610
11251,9102,,CAFS,14149N10
11252,22263,,,16899090
11253,9,,AASS,00870820
11254,9104,,MOKN,60842610
11255,9105,,FFMA,31590910
11256,9106,,FFWV,32019210
11257,9107,,USXX,91272D30
11258,9108,,FTSI,33803410
11259,9110,,FRMLQ,35834010
11260,20446,,,17119610
11261,9111,,VCCN,91937510
11262,7726,,ELMS,28939310
11263,9112,,FSPG,32051B10
11264,53101,RETL,RETL,25460G81
11265,9115,,REXW,76190310
11266,9116,,SBFS,84472610
11267,9117,CATO,CATO,14920510
11268,9118,,FFNS,33591710
11269,9119,,GSBK,37408610
11270,9656,,EIGR,29175010
11271,9121,,UNSI,90312210
11272,9122,,TTEC,89391010
11273,9123,,PPSA,74352410
11274,9126,,ETKA,29765210
11275,9128,KRMD,KRMD,75991010
11276,9129,,DVRS,25508410
11277,9131,,CRTO,20602T10
11278,9132,,SHRP,82001310
11279,22264,,,17199090
11280,135,,,00890010
11281,9135,,LABBC,07473010
11282,9136,,,46047510
11283,9138,,SQNT,81733810
11284,9139,,AOAKC,67180310
11285,9141,FBNC,FBNC,31891010
11286,9140,,WFOR,93883010
11287,921,,,17286410
11288,31,,,00908610
11289,9143,,QMCT,74725K10
11290,9144,,NLBK,63680410
11291,9145,,MIKL,59407910
11292,9146,ICCC,ICCC,45252530
11293,9147,WSBC,WSBC,95081010
11294,9148,,ENVI,29392010
11295,22265,,,18948610
11296,330,,ARCE,00909510
11297,9149,,WTPR,96200410
11298,9150,,HIRSC,42978910
11299,9151,,FAYT,31254310
11300,9152,,,06511810
11301,9153,,COPCE,56118010
11302,9154,,TONS,89031810
11303,9155,,MTCL,32509010
11304,9156,,CSBB,20403810
11305,9157,,EMPR,29166110
11306,9158,,AAII,01023E10
11307,9160,,SODA,00020910
11308,20468,KO,KO,19121610
11309,39,,ACHPQ,00910010
11310,9161,,FPMI,31821610
11311,9164,,SGDN,86882710
11312,8862,,CIAT,17162010
11313,9163,,DATA,23792510
11314,9166,,OSBN,68778720
11315,9167,,FTG,31156530
11316,22266,,,19628810
11317,144,,AIRQC,00911410
11318,9169,,DOLL,59669P10
11319,9165,,EGPCE,29323210
11320,9170,,PSBX,71228010
11321,9171,,WFSB,33690910
11322,9172,,RARB,75382110
11323,9173,,WBNC,93726510
11324,22267,,,19646890
11325,22268,,,00912210
11326,9175,,MTCI,56170430
11327,9176,,CMBK,23062610
11328,9177,,CHTB,19247510
11329,9178,,BOYS,10362410
11330,9179,,CSOL,21247R10
11331,9180,,TOOL,27033210
11332,22269,,,19686470
11333,147,,,00912430
11334,9182,,,04987020
11335,9181,,SPBC,79284810
11336,9183,,CPRK,14066810
11337,9184,,AMMTC,02790810
11338,9185,,,49446V10
11339,9186,,MNPI,59501910
11340,20478,,,19764810
11341,5678,,AMWI,00913510
11342,9187,,ONPR,68241120
11343,9188,SAFM,SAFM,80001310
11344,9189,,JAYJ,46981610
11345,9190,,NELL,64027510
11346,9191,,SEQU,81747110
11347,9192,,STXN,86279T10
11348,9193,,CNBKA,15643210
11349,9194,,JETSE,47714410
11350,9195,,NJST,64614410
11351,9196,,NIAM,63644510
11352,9197,,QUME,74906010
11353,9198,,TOPP,89078610
11354,9199,,MCTTE,61990110
11355,9200,,FNYB,33582R10
11356,9202,,BDGT,11900810
11357,9201,,CMPDC,20491440
11358,9204,,HOSTE,04156020
11359,22270,,,19799090
11360,6567,,AONQE,00913810
11361,53460,,ECT,26827L10
11362,9207,,MSOL,57041820
11363,53146,,SCIN,19762B88
11364,9210,,,75656720
11365,9211,,KMAG,50045310
11366,9212,,,94154710
11367,20483,,,20161590
11368,6977,AIRT,AIRT,00920710
11369,9213,UBSI,UBSI,90990710
11370,53461,ENV,ENV,29404K10
11371,9216,,FHCC,32096010
11372,9217,,NSRU,66290010
11373,9218,,SECM,81311230
11374,9219,,NTCRA,64110410
11375,22272,,,20799090
11376,359,,ARWS,00923610
11377,9220,,MFSL,57406110
11378,9221,,CCC,12960310
11379,9222,DXLG,DXLG,25065K10
11380,9223,,LJSI,50188010
11381,9224,,FIBR,83586Q20
11382,9225,,SKS,79377W10
11383,22273,,,20799290
11384,9227,,WLM,94970210
11385,9228,,ALTS,02209110
11386,9229,,TMCO,88724810
11387,9230,,NDIC,63563D10
11388,9231,,,07556820
11389,9232,,FCTR,31943910
11390,9233,,SSLN,81434110
11391,22274,,,20902190
11392,51,,,00934610
11393,9234,,SWTX,84490920
11394,9235,THMO,THMO,88362L10
11395,9236,,MAXX,57790810
11396,9237,,UNIB,91409010
11397,9239,WASH,WASH,94061010
11398,9240,,SPLY,84590410
11399,9241,,FFWP,31994510
11400,9242,,SWIM,79790110
11401,9243,,IMPXE,44969330
11402,9244,,DRJ,26198320
11403,9245,CDNS,CDNS,12738710
11404,20499,ED,ED,20911510
11405,9756,,CLXX,15092340
11406,9247,,SUR,12612L10
11407,53120,LIT,LIT,37954Y85
11408,9248,,FBUSC,33775310
11409,9249,,MPAC,45291310
11410,9250,,RESI,75790110
11411,9251,,CNXS,12613610
11412,22275,,,20999190
11413,83,,,00952610
11414,8954,,ARINA,04040810
11415,9252,,BRL,06830610
11416,9253,,ESSF,26914510
11417,9254,,CRBI,12803210
11418,9255,,CWDI,22390310
11419,9256,,ADCAE,00757830
11420,22276,,,21099190
11421,295,,,01035610
11422,9258,,ALDC,01443210
11423,9259,,INBK,45459410
11424,9261,,ISPC,46070G10
11425,9263,,JASN,47117110
11426,9264,,XETA,98390910
11427,9265,,SMNA,79590310
11428,9109,,AXIM,05460710
11429,9266,,BNDY,10536910
11430,9267,,GRTR,39225010
11431,9268,,DDDI,26101510
11432,9269,,MLMC,62541310
11433,9270,,SNBK,86617110
11434,9273,,SPMD,84758510
11435,9274,,CITQE,17290720
11436,9275,,ITGN,45810210
11437,9276,,GTMIE,37936X10
11438,9277,,LGTK,54142110
11439,22277,,,21099390
11440,9768,,EQFIE,29465730
11441,9278,,NHLD,63637520
11442,9280,CHCO,CHCO,17783510
11443,9281,,HWCD,40440410
11444,9282,,BOFR,06457010
11445,9284,,MCOM,59790810
11446,9285,,GPAX,36237L10
11447,22278,,,21145210
11448,171,,ALMO,01140210
11449,9286,,FFES,31994410
11450,9283,,MYCO,62845210
11451,9287,,BDNI,11990610
11452,9288,,ADDR,00651610
11453,9289,,,92046910
11454,9290,,HRMR,44570310
11455,22279,,,21149810
11456,5348,,ALAN,01161270
11457,9291,,PGEN,72733910
11458,9292,,AUDK,05071H10
11459,9293,,SHOWE,82539710
11460,9294,,HOHIE,40426110
11461,9262,,BINI,07010910
11462,9295,,RFBK,74972110
11463,22280,,,21172310
11464,148,,ALAFC,01161710
11465,9296,,,88358910
11466,9714,,GAFA,36740830
11467,9298,,SFGI,81424310
11468,9299,,EFIC,26842820
11469,9300,,METB,59175210
11470,9301,,RRMN,75076410
11471,22281,,,20825110
11472,183,,,01163410
11473,9302,,NAKEC,65719320
11474,9303,,PAULE,70354910
11475,9305,,INEL,45815710
11476,9304,,CUBN,12652910
11477,9745,,FSCX,31187110
11478,9309,,BRY,08578910
11479,9310,,ADVAC,00753W20
11480,9311,,LDIC,50182510
11481,9312,EBIX,EBIX,27871520
11482,9313,,IMSFC,45986210
11483,9315,,MKT,00753T10
11484,9316,,MICA,59492810
11485,9318,,ELUX,01019820
11486,9319,,ANSL,03634M10
11487,9320,,MKAI,60870510
11488,9321,,CKSB,12561210
11489,9322,,UCOAE,90991010
11490,9324,,HERBA,42690820
11491,9323,,SEFD,81174E10
11492,9326,,QDRXQ,74690540
11493,9325,,PFDC,70978810
11494,9327,,HIGBC,42955110
11495,9328,,TUHCC,89865610
11496,9329,,INLN,45746920
11497,9330,,EFSB,29001310
11498,22282,,,21286710
11499,176,CECE,CECE,12514110
11500,22283,,,22299090
11501,371,,ASKA,01166710
11502,9840,,,31571210
11503,9332,,DNNY,35177910
11504,9334,,MWSS,59559710
11505,53120,,BRAF,37950E83
11506,9838,,FSBI,31583110
11507,9336,,FASB,31859610
11508,9337,,VKSI,92685910
11509,9338,,HRH,43129410
11510,5977,,BNHNA,08204720
11511,9340,CPSH,CPSH,12619F10
11512,9339,,VAFB,91962010
11513,9341,,FFKY,32022D10
11514,9344,,TRDY,89783510
11515,9345,,LSNB,51070210
11516,9346,,SCPAE,80917860
11517,9347,,NTNI,63822130
11518,9348,,FBKP,31925820
11519,28446,,,22699090
11520,167,,,01172310
11521,9349,,RENX,75991710
11522,9352,,BEAM,86627E10
11523,9333,,,42192710
11524,9353,,CASB,12678010
11525,9354,,SWIS,78989510
11526,9355,,PHYP,71941630
11527,22285,,,22877790
11528,7085,,ANBN,01174910
11529,9356,,IBGI,45383910
11530,9357,,WWGPY,93409520
11531,9358,,FILE,31686910
11532,9359,,CSOF,22003710
11533,9360,FICO,FICO,30325010
11534,9361,,LABS,50540E10
11535,22286,,,22943510
11536,285,,ANPID,01175020
11537,9363,,EBKC,28659310
11538,9364,,MRMD,55346610
11539,9365,,OPTT,68381510
11540,9366,,CLTY,15100810
11541,9367,,,58441B10
11542,9037,,CEPA,15664410
11543,22287,,,22974110
11544,28,,ABPC,01175610
11545,9368,,KIDS,16875K20
11546,9369,,,16162410
11547,9370,CNMD,CNMD,20741010
11548,9371,,IDGI,45893110
11549,9372,,EVRXE,30007210
11550,9373,,FSCB,31993110
11551,22288,,,22999090
11552,9374,,CELG,15102010
11553,9376,,,29321710
11554,9377,,PNET,74342C10
11555,9378,,PFPF,74147410
11556,9379,,PMEDC,69372M10
11557,9380,,DHCAE,25524210
11558,9381,,ONBK,68230310
11559,9383,,MTEK,60939310
11560,9384,,NDLQE,62888310
11561,9385,,GBCS,37931N20
11562,9386,,CHCAE,20935C20
11563,9387,,TNETC,87943P10
11564,9388,,CICI,13821910
11565,9389,HBNC,HBNC,44040710
11566,9391,,BCNJ,05968P10
11567,9392,,RBNH,77341810
11568,9393,,HBCI,42691510
11569,9394,,INDI,45406710
11570,9395,,ZGEN,98876810
11571,9396,,,98370110
11572,9397,,UBSCQ,90969010
11573,9399,,PMCXC,73101710
11574,9400,,FESX,32010310
11575,9401,,AMFN,00105720
11576,9403,,SPEYE,82963T20
11577,9404,,LANX,51373710
11578,22289,,,22999290
11579,5524,,AMABC,01190210
11580,9406,,DOCCE,25390910
11581,323,EPAC,EPAC,29276510
11582,9407,,ORIG,68619910
11583,9408,,ACCI,02523010
11584,9409,,MCEGE,56167610
11585,9410,,TFTY,88587710
11586,22290,,,23199190
11587,392,ATRI,ATRI,04990410
11588,9412,,SAGB,78393910
11589,9413,,RAFI,75442110
11590,9414,,PHRX,71935010
11591,9415,,EESI,27636910
11592,9416,,TDAT,88076910
11593,9418,SNFCA,SNFCA,81478530
11594,22291,,,23299090
11595,9420,,ETEX,27723910
11596,9421,,INTK,45764T10
11597,9422,,INECC,45578210
11598,9423,,PBKC,74046610
11599,9425,,ACO,02341W10
11600,9424,XRAY,XRAY,24906P10
11601,9426,,UGNE,90475310
11602,9428,,EQBK,29460310
11603,9427,,MFGR,59164V10
11604,9429,,SCGIE,85568F10
11605,9431,,DOMQE,25703010
11606,8397,,DMII,25190310
11607,20556,,DCN,23581110
11608,7161,,ALBI,01332510
11609,9433,,LARY,00287910
11610,9434,,TREE,04529910
11611,9432,,CINCE,18986910
11612,9435,,MOOD,61534C10
11613,9436,,DDRQC,23741310
11614,9437,,CBRYA,66649910
11615,22292,,,23699090
11616,186,,,01365520
11617,9439,,TLMD,87943M10
11618,9440,FAST,FAST,31190010
11619,9824,,LFSA,31995610
11620,9442,,AIMG,01860510
11621,9443,,JTMC,61647010
11622,9444,,PZA,74372610
11623,22293,,,23999090
11624,5686,,ALCD,01374250
11625,9446,,MBLA,63691220
11626,9447,,MCAWA,57946810
11627,9448,,IFED,45823810
11628,9449,CPF,CPF,15476040
11629,9450,,PPPIC,74292610
11630,9451,,,45815C10
11631,1265,,DBRSY,24025330
11632,112,,,01387410
11633,9453,,TTSI,87305310
11634,9454,,RBNC,76028210
11635,9456,,ATKM,04681410
11636,9457,HRTX,HRTX,42774610
11637,9455,,FSNI,30705510
11638,9459,,LABL,62538310
11639,9460,,AARCC,02376230
11640,9461,,POOQE,73731910
11641,9462,,AIRM,00912830
11642,9463,,AALA,02355920
11643,9464,,UNEWY,90969M10
11644,9465,CRK,CRK,20576830
11645,9467,,AMENE,03167310
11646,9468,,FFED,31592110
11647,47,,ACMTA,00461620
11648,53120,,BRAQ,37950E84
11649,9470,,RUBR,78108410
11650,9471,,SCII,84443510
11651,9472,,BSBQE,80917320
11652,9473,,HARL,41286510
11653,9474,,RRRR,75382N20
11654,9476,NAII,NAII,63884230
11655,9477,,SGHB,78659610
11656,9478,,CADA,13191610
11657,9479,,OPFBA,68388310
11658,22294,,,24521710
11659,154,,ALDB,01390020
11660,9481,,WALS,93313210
11661,9482,,ETCO,27031510
11662,9483,,,45323G10
11663,9484,,HLD,41335310
11664,53462,GDOT,GDOT,39304D10
11665,9485,,FTUSQ,30307210
11666,22295,,,24699090
11667,22296,,,01408010
11668,9491,,COEV,20465810
11669,9350,,AVTIE,00755B20
11670,9492,,GLTX,38154810
11671,9494,,JBOH,46610720
11672,9495,,AREN,04022520
11673,9496,,SPCLQ,84762310
11674,20574,DTE,DTE,23333110
11675,9498,,CMDT,20032120
11676,9499,,WINN,94845L10
11677,9500,,PIFIE,72027510
11678,9501,,RNBO,75086210
11679,9503,,MEMX,58606810
11680,9504,,SELEE,81631410
11681,9505,,GXY,36317Q10
11682,22297,,,25699290
11683,155,,,01442810
11684,9508,,WHTI,96289910
11685,9510,,HALA,40609810
11686,9511,,DDAT,25246310
11687,9512,,SDNB,78408210
11688,9113,,QDLC,74730R10
11689,9513,,SDNA,81567710
11690,22298,,,25707510
11691,157,MATX,MATX,57686G10
11692,8823,,GYNX,40377810
11693,9514,,QBIX,74779610
11694,9515,,CPH,14040M10
11695,9516,,PLUGC,20454110
11696,9517,,IOLSC,92790720
11697,9417,,DRGXQ,25532R10
11698,9518,,HIVT,42218210
11699,9520,,ETRC,29392110
11700,9521,,SOED,84279910
11701,9522,IMKTA,IMKTA,45703010
11702,9523,,MPTV,55342410
11703,20606,,DD,26353410
11704,5198,,AEOK,01461720
11705,9524,,LARL,51862910
11706,9525,,CNTX,15231510
11707,9526,,CBM,13201110
11708,9527,,DPHZ,23809510
11709,9528,,SNIC,82661M10
11710,9529,,ARBC,76031410
11711,22299,,,26499090
11712,5261,,ALFX,01539610
11713,9532,,PTA,70787440
11714,9533,,ECOS,26828510
11715,9534,,NRTN,66863410
11716,9535,,CSBC,15236210
11717,9531,,VTEL,92849010
11718,9537,,UNTH,91307210
11719,9538,,CNCAA,15091210
11720,9539,,FSCC,30236C10
11721,9541,,GLCNV,38057C30
11722,9085,,DDSI,25390610
11723,9543,,SDRC,86355510
11724,9544,,FLEX,33938310
11725,9308,,KNIT,87833210
11726,9545,,GARN,36625510
11727,9546,,CLCP,12870110
11728,9547,,MPML,55335820
11729,9548,,CINDE,16939610
11730,9549,,ANSL,00504M10
11731,9550,AIN,AIN,01234810
11732,9551,,PSPA,70931210
11733,9552,,REHB,62928810
11734,9553,,CTRCA,15234610
11735,9554,,GPRO,36866910
11736,9555,,HMSS,40390210
11737,9556,,ADTX,00794010
11738,23777,,,26699190
11739,35,,ACEL,01540410
11740,7948,,MLXR,55307620
11741,7950,,VERIC,92343710
11742,9737,,FPRY,32021010
11743,7968,,FRFD,31983110
11744,8238,,PCEP,71360810
11745,8616,,NLN,63663710
11746,22301,,,26884110
